zpid,streetAddress,zipcode,city,state,latitude,longitude,price,dateSold,bathrooms,bedrooms,livingArea,homeType,homeStatus,daysOnZillow,isFeatured,shouldHighlight,zestimate,rentZestimate,listing_sub_type,isUnmappable,isPreforeclosureAuction,homeStatusForHDP,priceForHDP,timeOnZillow,isNonOwnerOccupied,isPremierBuilder,isZillowOwned,currency,country,taxAssessedValue,isShowcaseListing,has_heating,has_cooling,year_built,list_price,sold_price,price_change,list_date,sold_date,time_on_market
5003952,421 Saint John Dr,62035,Godfrey,IL,38.950985,-90.17464,239000,1764921600000,2,5,1580,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,236400,1885,{},False,False,RECENTLY_SOLD,239000,196715000,True,False,False,USD,USA,225030,False,True,True,1995,245000,239000,-6000,2025-09-26 00:00:00,2025-12-05 00:00:00,70
5007057,2704 Greenwood Ln,62035,Godfrey,IL,38.92344,-90.19863,191500,1764921600000,2,3,1500,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,186600,1472,{},False,False,RECENTLY_SOLD,191500,196715000,True,False,False,USD,USA,103560,False,True,True,1955,192000,191500,-500,2025-10-09 00:00:00,2025-12-05 00:00:00,57
5023317,2012 Spring Creek Ln,60050,McHenry,IL,42.35691,-88.2736,435000,1764921600000,3,4,2368,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,447300,2870,{},False,False,RECENTLY_SOLD,435000,196715000,True,False,False,USD,USA,357228,False,True,True,2000,450000,435000,-15000,2025-11-12 00:00:00,2025-12-05 00:00:00,23
5024951,1320 Meadow Ln,60050,McHenry,IL,42.34675,-88.29023,298000,1764921600000,2,3,1164,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,296800,2424,{},False,False,RECENTLY_SOLD,298000,196715000,True,False,False,USD,USA,214953,False,True,True,1969,299000,298000,-1000,2025-10-11 00:00:00,2025-12-05 00:00:00,55
5031192,1413 Sunnyside Dr,60051,Johnsburg,IL,42.385307,-88.22509,260000,1764921600000,1,3,1179,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,278500,1988,{},False,False,RECENTLY_SOLD,260000,196715000,True,False,False,USD,USA,227040,False,True,True,1927,289000,260000,-29000,2025-10-10 00:00:00,2025-12-05 00:00:00,56
5048741,2501 S Birchwood Ave,60051,McHenry,IL,42.29334,-88.22122,332500,1764921600000,2,4,2198,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,340300,2773,{},False,False,RECENTLY_SOLD,332500,196715000,True,False,False,USD,USA,264195,False,True,True,1989,339900,332500,-7400,2025-10-31 00:00:00,2025-12-05 00:00:00,35
5051760,1 Calais Ct,60013,Oakwood Hills,IL,42.248253,-88.234665,645000,1764921600000,3,4,3494,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,618200,3157,{},False,False,RECENTLY_SOLD,645000,197084000,True,False,False,USD,USA,509028,False,True,True,1996,635000,645000,10000,2025-10-31 00:00:00,2025-12-05 00:00:00,35
5074648,1133 Heavens Gate,60156,Lake In The Hills,IL,42.184635,-88.34957,535000,1764921600000,3,4,3740,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,541700,3288,{},False,False,RECENTLY_SOLD,535000,197084000,True,False,False,USD,USA,423252,False,True,True,1994,535000,535000,0,2025-11-05 00:00:00,2025-12-05 00:00:00,30
5084924,1561 Cumberland Pkwy,60102,Algonquin,IL,42.16205,-88.272385,345000,1764921600000,2,3,1453,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,348500,2618,{},False,False,RECENTLY_SOLD,345000,197084000,True,False,False,USD,USA,374388,False,True,True,1996,349900,345000,-4900,2025-10-18 00:00:00,2025-12-05 00:00:00,48
5089632,460 Hunters Way,60021,Fox River Grove,IL,42.188534,-88.2178,385100,1764921600000,3,3,1622,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,374700,2984,{},False,False,RECENTLY_SOLD,385100,197084000,True,False,False,USD,USA,319032,False,True,True,1992,379900,385100,5200,2025-10-23 00:00:00,2025-12-05 00:00:00,43
5103770,305 N 1st St,61525,Dunlap,IL,40.863384,-89.67485,115000,1764921600000,2,3,1248,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,123000,1435,{},False,False,RECENTLY_SOLD,115000,197084000,True,False,False,USD,USA,88320,False,True,True,1972,125000,115000,-10000,2025-11-24 00:00:00,2025-12-05 00:00:00,11
5105809,11918 N Windcrest Ct,61525,Dunlap,IL,40.833145,-89.61414,310000,1764921600000,3,3,3708,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,320000,2602,{},False,False,RECENTLY_SOLD,310000,197084000,True,False,False,USD,USA,269850,False,True,True,1980,350000,310000,-40000,2025-10-20 00:00:00,2025-12-05 00:00:00,46
5107860,622 W Ravinwoods Rd,61615,Peoria,IL,40.808174,-89.60192,519900,1764921600000,3,4,4848,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,513300,2990,{},False,False,RECENTLY_SOLD,519900,197084000,True,False,False,USD,USA,454020,False,True,True,1989,529900,519900,-10000,2025-10-28 00:00:00,2025-12-05 00:00:00,38
5107874,416 W Ravinwoods Rd,61615,Peoria,IL,40.807987,-89.59755,585000,1764921600000,5,5,4278,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,584400,5394,{},False,False,RECENTLY_SOLD,585000,197084000,True,False,False,USD,USA,454020,False,True,True,1985,595000,585000,-10000,2025-10-10 00:00:00,2025-12-05 00:00:00,56
5108054,916 E Fairview St,61615,Peoria,IL,40.805607,-89.579185,153000,1764921600000,2,3,1382,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,158400,1715,{},False,False,RECENTLY_SOLD,153000,197084000,True,False,False,USD,USA,119040,False,True,True,1966,155000,153000,-2000,2025-10-30 00:00:00,2025-12-05 00:00:00,36
5111045,6718 N Fieldstone Ct,61615,Peoria,IL,40.77002,-89.67742,510000,1764921600000,4,4,5222,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,515800,3315,{},False,False,RECENTLY_SOLD,510000,197084000,True,False,False,USD,USA,446070,False,True,True,1999,524900,510000,-14900,2025-10-18 00:00:00,2025-12-05 00:00:00,48
5114415,4904 N Deermeadow Dr,61615,Peoria,IL,40.7472,-89.66063,725000,1764921600000,5,5,5909,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,716500,4660,{},False,False,RECENTLY_SOLD,725000,197084000,True,False,False,USD,USA,558000,False,True,True,2002,825000,725000,-100000,2025-06-25 00:00:00,2025-12-05 00:00:00,163
5120060,5535 N Prospect Rd,61614,Peoria,IL,40.754356,-89.58471,390000,1764921600000,2,4,2594,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,409900,2493,{},False,False,RECENTLY_SOLD,390000,197084000,True,False,False,USD,USA,367470,False,True,True,1956,415000,390000,-25000,2025-10-16 00:00:00,2025-12-05 00:00:00,50
5123482,719 W Shenandoah Dr,61614,Peoria,IL,40.751358,-89.60392,245000,1764921600000,3,2,2107,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,247400,2003,{},False,False,RECENTLY_SOLD,245000,197084000,True,False,False,USD,USA,205650,False,True,True,1950,245000,245000,0,2025-10-27 00:00:00,2025-12-05 00:00:00,39
5126669,4434 N Constantine Ave,61616,Peoria Heights,IL,40.74128,-89.56906,260000,1764921600000,4,3,2911,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,259500,2155,{},False,False,RECENTLY_SOLD,260000,197084000,True,False,False,USD,USA,215340,False,True,,1954,259900,260000,100,2025-11-02 00:00:00,2025-12-05 00:00:00,33
5137076,2816 N Bigelow Ct,61604,Peoria,IL,40.72198,-89.596596,292000,1764921600000,4,5,4081,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,297300,1846,{},False,False,RECENTLY_SOLD,292000,197084000,True,False,False,USD,USA,229470,False,True,True,1950,299900,292000,-7900,2025-10-30 00:00:00,2025-12-05 00:00:00,36
5138077,720 E Gift Ave,61603,Peoria,IL,40.719173,-89.58528,72500,1764921600000,1,2,700,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,68300,961,{},False,False,RECENTLY_SOLD,72500,197084000,True,False,False,USD,USA,24990,False,True,True,1924,69900,72500,2600,2025-09-24 00:00:00,2025-12-05 00:00:00,72
5139322,618 E Republic St,61603,Peoria,IL,40.713184,-89.586174,21000,1764921600000,2,4,1016,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,,1393,{},False,False,RECENTLY_SOLD,21000,197084000,True,False,False,USD,USA,19020,False,True,,1928,25000,21000,-4000,2025-11-05 00:00:00,2025-12-05 00:00:00,30
5140152,2617 N Prospect Rd,61603,Peoria,IL,40.71913,-89.57688,147000,1764921600000,2,4,2028,MULTI_FAMILY,RECENTLY_SOLD,2,False,False,,881,{},False,False,RECENTLY_SOLD,147000,197084000,True,False,False,USD,USA,62610,False,True,True,1920,99900,147000,47100,2025-09-11 00:00:00,2025-12-05 00:00:00,85
5184960,5209 12th Ave,61265,Moline,IL,41.50073,-90.46662,172000,1764921600000,2,3,1425,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,180300,1365,{},False,False,RECENTLY_SOLD,172000,197084000,True,False,False,USD,USA,117471,False,True,True,1960,180000,172000,-8000,2025-10-22 00:00:00,2025-12-05 00:00:00,44
5188299,2351 5th St,61244,East Moline,IL,41.508106,-90.4479,289900,1764921600000,4,3,3460,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,287000,2806,{},False,False,RECENTLY_SOLD,289900,197084000,True,False,False,USD,USA,375708,False,True,True,1974,289900,289900,0,2025-10-12 00:00:00,2025-12-05 00:00:00,54
5238196,408 Hillside Dr,62234,Collinsville,IL,38.653767,-90.018135,92700,1764921600000,1,2,987,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,,1304,{},False,False,RECENTLY_SOLD,92700,197084000,True,False,False,USD,USA,41106,False,True,True,1953,115000,92700,-22300,2025-09-04 00:00:00,2025-12-05 00:00:00,92
5246044,710 Victoria Ln,62269,O Fallon,IL,38.61922,-89.889694,407500,1764921600000,4,4,4335,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,416200,3295,{},False,False,RECENTLY_SOLD,407500,197084000,True,False,False,USD,USA,121446,False,True,True,1998,415000,407500,-7500,2025-10-15 00:00:00,2025-12-05 00:00:00,51
5251962,108 Florence St,62254,Lebanon,IL,38.586002,-89.80655,225000,1764921600000,2,3,1690,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,243600,2053,{},False,False,RECENTLY_SOLD,225000,197084000,True,False,False,USD,USA,45885,False,True,True,1930,245000,225000,-20000,2025-10-18 00:00:00,2025-12-05 00:00:00,48
5279181,71 Magnolia Dr,62221,Belleville,IL,38.525726,-89.940575,305000,1764921600000,3,3,1952,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,290700,2076,{},False,False,RECENTLY_SOLD,305000,197084000,True,False,False,USD,USA,73569,False,True,True,1980,350000,305000,-45000,2025-09-04 00:00:00,2025-12-05 00:00:00,92
5283637,1617 S Illinois St,62220,Belleville,IL,38.492863,-89.98406,180000,1764921600000,2,2,1420,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,188000,1378,{},False,False,RECENTLY_SOLD,180000,197084000,True,False,False,USD,USA,47020,False,True,True,1929,189000,180000,-9000,2025-10-21 00:00:00,2025-12-05 00:00:00,45
5303036,1905 Memorial Dr,61554,Pekin,IL,40.588024,-89.62552,187000,1764921600000,2,5,1850,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,355100,1965,{},False,False,RECENTLY_SOLD,187000,197084000,True,False,False,USD,USA,138210,False,True,True,1971,196000,187000,-9000,2025-10-22 00:00:00,2025-12-05 00:00:00,44
5308289,614 Washington St,61554,Pekin,IL,40.56459,-89.64371,290000,1764921600000,5,4,4112,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,316200,2888,{},False,False,RECENTLY_SOLD,290000,197084000,True,False,False,USD,USA,334080,False,True,True,1880,334900,290000,-44900,2025-10-27 00:00:00,2025-12-05 00:00:00,39
5314054,116 Oaklawn Ter,61610,Creve Coeur,IL,40.650955,-89.59915,44000,1764921600000,1,2,684,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,,937,{},False,False,RECENTLY_SOLD,44000,197084000,True,False,False,USD,USA,43770,False,True,,1946,50000,44000,-6000,2025-09-29 00:00:00,2025-12-05 00:00:00,67
5320654,315 E Birchwood St,61550,Morton,IL,40.605618,-89.46263,220000,1764921600000,2,2,2016,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,195100,1668,{},False,False,RECENTLY_SOLD,220000,197084000,True,False,False,USD,USA,139590,False,True,True,1957,199999,220000,20001,2025-11-13 00:00:00,2025-12-05 00:00:00,22
5322183,1156 Brentwood Rd,61550,Morton,IL,40.599586,-89.45177,278000,1764921600000,2,3,1834,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,250300,2030,{},False,False,RECENTLY_SOLD,278000,197084000,True,False,False,USD,USA,210390,False,True,True,1968,244000,278000,34000,2025-10-22 00:00:00,2025-12-05 00:00:00,44
5342777,5216 Riviera Blvd,60586,Plainfield,IL,41.546047,-88.21141,290000,1764921600000,2,4,0,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,291200,3115,{},False,False,RECENTLY_SOLD,290000,197084000,True,False,False,USD,USA,267087,False,True,True,1995,284900,290000,5100,2025-11-14 00:00:00,2025-12-05 00:00:00,21
5345766,2602 Fairway Dr,60435,Joliet,IL,41.526314,-88.14629,310000,1764921600000,2,4,2016,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,321200,2679,{},False,False,RECENTLY_SOLD,310000,197084000,True,False,False,USD,USA,230541,False,True,True,1965,359000,310000,-49000,2025-07-19 00:00:00,2025-12-05 00:00:00,139
5365870,2224 Flambeau Dr,60564,Naperville,IL,41.723763,-88.17341,540000,1764921600000,3,3,2270,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,534600,3536,{},False,False,RECENTLY_SOLD,540000,197084000,True,False,False,USD,USA,430059,False,True,True,1987,549900,540000,-9900,2025-10-10 00:00:00,2025-12-05 00:00:00,56
5374953,5308 Wirestem Ct,60564,Naperville,IL,41.67594,-88.190605,735000,1764921600000,4,4,2922,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,718600,4322,{},False,False,RECENTLY_SOLD,735000,197084000,True,False,False,USD,USA,539706,False,True,True,1997,740000,735000,-5000,2025-09-10 00:00:00,2025-12-05 00:00:00,86
5381582,20832 W Periwinkle Ct,60544,Plainfield,IL,41.634205,-88.12464,281000,1764921600000,2,2,1447,TOWNHOUSE,RECENTLY_SOLD,2,False,False,278800,2509,{},False,False,RECENTLY_SOLD,281000,197084000,True,False,False,USD,USA,221361,False,True,True,1991,285000,281000,-4000,2025-11-07 00:00:00,2025-12-05 00:00:00,28
5382988,808 Cove Ave,60441,Lockport,IL,41.608303,-88.034706,295000,1764921600000,2,3,1120,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,301800,2217,{},False,False,RECENTLY_SOLD,295000,197084000,True,False,False,USD,USA,230523,False,True,True,1971,319900,295000,-24900,2025-10-03 00:00:00,2025-12-05 00:00:00,63
5383781,1331 Highland Ave,60441,Lockport,IL,41.599056,-88.0288,270000,1764921600000,2,3,1400,MULTI_FAMILY,RECENTLY_SOLD,2,False,False,264100,2146,{},False,False,RECENTLY_SOLD,270000,197407000,True,False,False,USD,USA,144660,False,True,True,1962,264900,270000,5100,2025-10-30 00:00:00,2025-12-05 00:00:00,36
5398421,565 Cottonwood Cir,60440,Bolingbrook,IL,41.698704,-88.09188,340000,1764921600000,2,3,1671,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,335400,2641,{},False,False,RECENTLY_SOLD,340000,197407000,True,False,False,USD,USA,261339,False,True,True,1973,345000,340000,-5000,2025-10-22 00:00:00,2025-12-05 00:00:00,44
5402132,124 Olympic Dr,60440,Bolingbrook,IL,41.699997,-88.05767,300000,1764921600000,1,3,1112,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,296100,2319,{},False,False,RECENTLY_SOLD,300000,197407000,True,False,False,USD,USA,193653,False,True,True,1970,300000,300000,0,2025-11-13 00:00:00,2025-12-05 00:00:00,22
5419027,250 Bent Tree Ct,60451,New Lenox,IL,41.515305,-87.99316,443000,1764921600000,2,2,1744,MULTI_FAMILY,RECENTLY_SOLD,2,False,False,435500,2899,{},False,False,RECENTLY_SOLD,443000,197407000,True,False,False,USD,USA,284601,False,True,True,1996,435000,443000,8000,2025-11-06 00:00:00,2025-12-05 00:00:00,29
5423938,1801 Stonebridge Dr,60451,New Lenox,IL,41.48505,-87.99256,408000,1764921600000,2,3,1683,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,429700,2853,{},False,False,RECENTLY_SOLD,408000,197407000,True,False,False,USD,USA,301665,False,True,True,1978,434900,408000,-26900,2025-10-13 00:00:00,2025-12-05 00:00:00,53
5430520,12459 W Rosewood Dr,60491,Homer Glen,IL,41.617065,-87.9231,472500,1764921600000,4,5,2272,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,493000,3637,{},False,False,RECENTLY_SOLD,472500,197407000,True,False,False,USD,USA,400011,False,True,True,2003,525000,472500,-52500,2025-09-16 00:00:00,2025-12-05 00:00:00,80
5431582,15507 S Willow Ct,60491,Homer Glen,IL,41.607124,-87.93328,390000,1764921600000,3,4,1557,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,401100,2964,{},False,False,RECENTLY_SOLD,390000,197407000,True,False,False,USD,USA,352854,False,True,True,1985,399900,390000,-9900,2025-10-21 00:00:00,2025-12-05 00:00:00,45
5431894,15124 S Olympic Ln,60441,Lockport,IL,41.611897,-88.020775,539000,1764921600000,4,4,2677,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,543700,4031,{},False,False,RECENTLY_SOLD,539000,197407000,True,False,False,USD,USA,427173,False,True,True,1998,539000,539000,0,2025-11-05 00:00:00,2025-12-05 00:00:00,30
5432089,16609 W Saddlewood Dr,60441,Lockport,IL,41.605446,-88.0221,535500,1764921600000,4,3,2014,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,529900,3104,{},False,False,RECENTLY_SOLD,535500,197407000,True,False,False,USD,USA,344262,False,True,True,1997,544000,535500,-8500,2025-08-21 00:00:00,2025-12-05 00:00:00,106
5434244,16701 W Seneca Dr,60441,Lockport,IL,41.573406,-88.02252,515000,1764921600000,4,5,3018,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,491500,3896,{},False,False,RECENTLY_SOLD,515000,197407000,True,False,False,USD,USA,359751,False,True,True,2002,489000,515000,26000,2025-10-14 00:00:00,2025-12-05 00:00:00,52
5436379,9717 W Kuse Rd,60423,Frankfort,IL,41.459675,-87.84838,708000,1764921600000,4,4,6256,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,681700,6424,{},False,False,RECENTLY_SOLD,708000,197407000,True,False,False,USD,USA,932649,False,True,True,1991,699900,708000,8100,2025-10-10 00:00:00,2025-12-05 00:00:00,56
5473265,1116 Winthrop Ave,60435,Joliet,IL,41.543846,-88.123985,230000,1764921600000,1,2,864,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,237800,1763,{},False,False,RECENTLY_SOLD,230000,197407000,True,False,False,USD,USA,174858,False,True,True,1954,239900,230000,-9900,2025-09-19 00:00:00,2025-12-05 00:00:00,77
5475487,503 N Reed St,60435,Joliet,IL,41.532616,-88.109856,250000,1764921600000,2,2,1082,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,241300,2265,{},False,False,RECENTLY_SOLD,250000,197407000,True,False,False,USD,USA,206889,False,True,True,1949,240000,250000,10000,2025-10-27 00:00:00,2025-12-05 00:00:00,39
5476020,1202 Oneida St,60435,Joliet,IL,41.525433,-88.11099,240000,1764921600000,2,3,1144,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,242500,2158,{},False,False,RECENTLY_SOLD,240000,197407000,True,False,False,USD,USA,178161,False,True,True,1941,240000,240000,0,2025-10-23 00:00:00,2025-12-05 00:00:00,43
5479577,602 Norton Ave,60432,Joliet,IL,41.525654,-88.0662,280000,1764921600000,2,4,1723,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,269100,2552,{},False,False,RECENTLY_SOLD,280000,197407000,True,False,False,USD,USA,183738,False,True,True,2007,270000,280000,10000,2025-10-30 00:00:00,2025-12-05 00:00:00,36
5482645,211 Independence Ave,60433,Joliet,IL,41.520035,-88.03226,110000,1764921600000,1,2,0,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,,2086,{},False,False,RECENTLY_SOLD,110000,197407000,True,False,False,USD,USA,156312,False,True,True,1949,99900,110000,10100,2025-11-21 00:00:00,2025-12-05 00:00:00,14
5487592,10 Manor Ct,60436,Joliet,IL,41.522526,-88.101685,172200,1764921600000,1,2,988,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,178600,1922,{},False,False,RECENTLY_SOLD,172200,197407000,True,False,False,USD,USA,167847,False,True,True,1917,175000,172200,-2800,2025-11-13 00:00:00,2025-12-05 00:00:00,22
5487915,823 Manor Ct,60436,Joliet,IL,41.520668,-88.1039,295000,1764921600000,3,3,1508,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,289300,2407,{},False,False,RECENTLY_SOLD,295000,197407000,True,False,False,USD,USA,193980,False,True,True,1957,285000,295000,10000,2025-10-16 00:00:00,2025-12-05 00:00:00,50
5505284,960 Comfortcove Dr,61115,Machesney Park,IL,42.379917,-89.03803,291000,1764921600000,3,3,2088,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,287300,2403,{},False,False,RECENTLY_SOLD,291000,197407000,True,False,False,USD,USA,215880,False,True,True,1995,284000,291000,7000,2025-10-31 00:00:00,2025-12-05 00:00:00,35
5512181,7725 Boulder St,61111,Loves Park,IL,42.33755,-89.03141,220000,1764921600000,2,5,1508,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,214500,2121,{},False,False,RECENTLY_SOLD,220000,197407000,True,False,False,USD,USA,108384,False,True,True,1970,229900,220000,-9900,2025-10-17 00:00:00,2025-12-05 00:00:00,49
5526108,106 Oriole Cir,61107,Rockford,IL,42.2675,-89.04335,169900,1764921600000,1,3,1340,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,170000,1676,{},False,False,RECENTLY_SOLD,169900,197407000,True,False,False,USD,USA,102387,False,True,True,1956,169900,169900,0,2025-10-14 00:00:00,2025-12-05 00:00:00,52
5530591,4716 Manheim Rd,61108,Rockford,IL,42.261555,-89.025055,185000,1764921600000,2,3,2058,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,190200,1743,{},False,False,RECENTLY_SOLD,185000,197407000,True,False,False,USD,USA,126522,False,True,True,1956,185000,185000,0,2025-10-30 00:00:00,2025-12-05 00:00:00,36
5532052,2617 9th Ave,61108,Rockford,IL,42.25713,-89.05379,235000,1764921600000,,,2330,MULTI_FAMILY,RECENTLY_SOLD,2,False,False,222100,1417,{},False,False,RECENTLY_SOLD,235000,197407000,True,False,False,USD,USA,97857,False,True,True,1964,220000,235000,15000,2025-11-03 00:00:00,2025-12-05 00:00:00,32
5534360,3332 Wesleyan Ave,61108,Rockford,IL,42.244213,-89.04378,189900,1764921600000,2,3,1950,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,190500,1860,{},False,False,RECENTLY_SOLD,189900,197407000,True,False,False,USD,USA,114294,False,True,True,1958,189500,189900,400,2025-11-18 00:00:00,2025-12-05 00:00:00,17
5537897,1685 Peconic Pl,61108,Rockford,IL,42.251156,-88.95153,375000,1764921600000,2,3,2363,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,333400,2210,{},False,False,RECENTLY_SOLD,375000,197407000,True,False,False,USD,USA,254472,False,True,True,1995,199900,375000,175100,2016-10-11 00:00:00,2025-12-05 00:00:00,3342
5542570,3035 Chateau Ln,61103,Rockford,IL,42.30808,-89.09555,183115,1764921600000,,,1512,MULTI_FAMILY,RECENTLY_SOLD,2,False,False,185500,1352,{},False,False,RECENTLY_SOLD,183115,197407000,True,False,False,USD,USA,95940,False,True,True,1970,186000,183115,-2885,2025-10-31 00:00:00,2025-12-05 00:00:00,35
5558376,2002 13th Ave,61104,Rockford,IL,42.25374,-89.06408,200000,1764921600000,,,3430,MULTI_FAMILY,RECENTLY_SOLD,2,False,False,208700,1309,{},False,False,RECENTLY_SOLD,200000,197407000,True,False,False,USD,USA,83049,False,True,True,1929,215000,200000,-15000,2025-11-05 00:00:00,2025-12-05 00:00:00,30
5564444,1742 Pershing Ave,61109,Rockford,IL,42.22913,-89.06774,95000,1764921600000,1,2,780,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,99400,1216,{},False,False,RECENTLY_SOLD,95000,197407000,True,False,False,USD,USA,55254,False,True,True,1940,99900,95000,-4900,2025-10-27 00:00:00,2025-12-05 00:00:00,39
5585917,298 N Adams St,61738,El Paso,IL,40.7416,-89.0061,111000,1764921600000,2,4,,MULTI_FAMILY,RECENTLY_SOLD,2,False,False,,1294,{},False,False,RECENTLY_SOLD,111000,197407000,True,False,False,USD,USA,39385,False,True,,1921,137750,111000,-26750,2025-10-10 00:00:00,2025-12-05 00:00:00,56
49910678,801 S Wells St APT 710,60607,Chicago,IL,41.87191,-87.63323,350000,1764921600000,1,2,1530,CONDO,RECENTLY_SOLD,2,False,False,350100,3047,{},False,False,RECENTLY_SOLD,350000,197407000,True,False,False,USD,USA,289990,False,True,True,1912,370000,350000,-20000,2025-07-30 00:00:00,2025-12-05 00:00:00,128
49911754,1312 N Leavitt St APT 1,60622,Chicago,IL,41.905388,-87.68256,600000,1764921600000,3,3,1700,CONDO,RECENTLY_SOLD,2,False,False,588200,4549,{},False,False,RECENTLY_SOLD,600000,197407000,True,False,False,USD,USA,440030,False,True,True,,448600,600000,151400,2014-11-13 00:00:00,2025-12-05 00:00:00,4040
49918003,3826 N Fremont St APT 1N,60613,Chicago,IL,41.952,-87.6524,487000,1764921600000,2,2,0,CONDO,RECENTLY_SOLD,2,False,False,496500,2599,{},False,False,RECENTLY_SOLD,487000,197407000,True,False,False,USD,USA,299990,False,True,True,1903,499000,487000,-12000,2025-10-08 00:00:00,2025-12-05 00:00:00,58
51316940,706 W Pheasant Trl,60051,McHenry,IL,42.410282,-88.211105,310500,1764921600000,2,3,1416,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,309100,2327,{},False,False,RECENTLY_SOLD,310500,197407000,True,False,False,USD,USA,248706,False,True,True,1963,310000,310500,500,2025-10-20 00:00:00,2025-12-05 00:00:00,46
51401848,13865 S Balsam Ln APT D,60544,Plainfield,IL,41.631775,-88.13559,215000,1764921600000,2,2,1162,CONDO,RECENTLY_SOLD,2,False,False,218000,2310,{},False,False,RECENTLY_SOLD,215000,197407000,True,False,False,USD,USA,169113,False,True,True,1998,225000,215000,-10000,2025-10-16 00:00:00,2025-12-05 00:00:00,50
51679960,2858 Falling Waters Ln,60046,Lindenhurst,IL,42.405174,-88.00725,275000,1764921600000,3,3,2056,TOWNHOUSE,RECENTLY_SOLD,2,False,False,285300,2521,{},False,False,RECENTLY_SOLD,275000,197407000,True,False,False,USD,USA,200559,False,True,True,1998,289999,275000,-14999,2025-10-27 00:00:00,2025-12-05 00:00:00,39
53603395,213 Hodgens Mill Ln,62269,O'Fallon,IL,38.621387,-89.91888,350000,1764921600000,2,3,3008,SINGLE_FAMILY,RECENTLY_SOLD,2,False,False,357300,2479,{},False,False,RECENTLY_SOLD,350000,197407000,True,False,False,USD,USA,81630,False,True,True,1999,375000,350000,-25000,2025-06-27 00:00:00,2025-12-05 00:00:00,161
